,user_name,date,text,hashtags,Date,Time
243,제이,2022-10-12 12:38:54+00:00,"CONGRATULATIONS QUEEN @PreciousPaulaN 🥰

 #TeamPreciousPaulaNicole",['TeamPreciousPaulaNicole'],2022-10-12,12:38:54
244,Telly 🐼,2022-10-12 12:38:35+00:00,"CONDRAGULATIONS, @PreciousPaulaN !! Divine Interventiooooon! 🙌💖💖💖

Puso! Puso! Puso! and yaaz, “LIFE IS PRECIOUS!” ♥️

#TeamPreciousPaulaNicole 
#TeamPrecious
#PreciousHeart https://t.co/62czNK9G0h",,2022-10-12,12:38:35
245,𝙥𝙖𝙪𝙡𝙤𝙞𝙣𝙢𝙖𝙣𝙞𝙡𝙖,2022-10-12 12:38:33+00:00,"Life is #Precious, and so are we.
Let's continue to inspire and let's continue to love. I am @PreciousPaulaN
your Drag Race Superstar! #DragRacePH #DragRacePHfinale #TeamPreciousPaulaNicole 🌈✨️ https://t.co/dxGjwHM2Ct",['Precious'],2022-10-12,12:38:33
246,glaizaaa,2022-10-12 12:38:09+00:00,"Precious Paula Nicole, our hakot awardee!! 1 season, 3 titles

Drag President, Miss Shutacca, and OUR VERY FIRST PINOY DRAG SUPERSTAR!! #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/zEMiKzXHKN",,2022-10-12,12:38:09
247,A,2022-10-12 12:37:47+00:00,SUPER DESERVEE MY QUEENNNN #TeamPrecious #TeamPreciousPaulaNicole,"['TeamPrecious', 'TeamPreciousPaulaNicole']",2022-10-12,12:37:47
248,◡̈,2022-10-12 12:36:55+00:00,"Sa Final 2 ball categories, si Precious Paula Nicole rin actually yung stand-out overall for me. Congratulations! 

#DragRacePH #TeamPreciousPaulaNicole #DragRacePhilippines",,2022-10-12,12:36:55
249,Rlou,2022-10-12 12:36:41+00:00,dasurvvvvvv #TeamPreciousPaulaNicole https://t.co/zqpKNZgOAh,['TeamPreciousPaulaNicole'],2022-10-12,12:36:41
250,G L E N S O M E,2022-10-12 12:35:32+00:00,"Lip-sync assassins yung Top 2! 

#DragRacePHfinale 
#TeamPreciousPaulaNicole 
#TeamMarinaSummers","['DragRacePHfinale', 'TeamPreciousPaulaNicole', 'TeamMarinaSummers']",2022-10-12,12:35:32
251,Sabon 🐘,2022-10-12 12:35:25+00:00,"First Filipino Drag Race Winner!!! Bata mo po ako. Let's go bisexuals! Let's go! Love you, Rodolfo/Precious 💚💚💚 #DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/YQtIAWsUjz",,2022-10-12,12:35:25
252,A thorny Harra 🥀,2022-10-12 12:35:05+00:00,"OKAY PRECIOUS WINNER! BET!!!

#DragRace
#DragRacePH 
#TeamPreciousPaulaNicole","['DragRace', 'DragRacePH', 'TeamPreciousPaulaNicole']",2022-10-12,12:35:05
253,Ateng Ina,2022-10-12 12:34:45+00:00,Dasurv @PreciousPaulaN !!!!! 🥰🥰🥰 #DragRacePHfinale #TeamPrecious #TeamPreciousPaulaNicole,"['DragRacePHfinale', 'TeamPrecious', 'TeamPreciousPaulaNicole']",2022-10-12,12:34:45
254,mits #JusticeForChadBooc #JusticeForNewBataan5,2022-10-12 12:34:42+00:00,DAZURB #TeamPreciousPaulaNicole pero also labyu mx Marina Summers 😭🫶 https://t.co/CH181BGMRX,['TeamPreciousPaulaNicole'],2022-10-12,12:34:42
255,Fay #TeamPrecious Tan,2022-10-12 12:34:39+00:00,"Life is precious!!!! Puso Puso at Puso pa rin!!!!!!! You did it, Ma!!! So so proud of you!!!! #TeamPrecious
#PreciousPaulaNicole 
#PreciousHeart 
#TeamPreciousPaulaNicole https://t.co/75keIDkBjj",['TeamPrecious'],2022-10-12,12:34:39
256,Team Precious,2022-10-12 12:34:33+00:00,"Now, if you wanna know what a winner can do with the crown, look no further. ❤️‍🔥

#TeamPrecious
#TeamPreciousPaulaNicole https://t.co/3O1lhcELuz",['TeamPrecious'],2022-10-12,12:34:33
257,ruee,2022-10-12 12:34:32+00:00,"Team Precious mag ingayyyy!!!!!!

#TeamPreciousPaulaNicole 
#Winner https://t.co/9F4Ki0LkI7","['TeamPreciousPaulaNicole', 'Winner']",2022-10-12,12:34:32
258,bry | stuDYING for midterms,2022-10-12 12:32:45+00:00,deserve sm! #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:32:45
259,shemy,2022-10-12 12:31:51+00:00,Congratulations @PreciousPaulaN . Dasurv na dasurv! #TeamPreciousPaulaNicole #DragRacePH,"['TeamPreciousPaulaNicole', 'DragRacePH']",2022-10-12,12:31:51
260,nana,2022-10-12 12:31:33+00:00,CONDRAGULATIONS MY LOVEEEE @PreciousPaulaN 😭💗💌 #DragRacePH #DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/UL9WRR5vYQ,"['DragRacePH', 'DragRacePHfinale', 'TeamPreciousPaulaNicole']",2022-10-12,12:31:33
261,OTEP👑,2022-10-12 12:31:32+00:00,"Condragulations  to the entire cast of #DragRacePH! This season is fire I'm so happy we got to meet these amazing Kweens!!! ❤️❤️❤️🖤#DragRacePHfinale  #dragracephilippines 
#TeamPreciousPaulaNicole 
#TeamMarinaSummers https://t.co/CmQQXJqDlE",['DragRacePH'],2022-10-12,12:31:32
262,alyssa,2022-10-12 12:31:08+00:00,Congratulationssa MY QUEEN 👑👑 @PreciousPaulaN #TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole https://t.co/vRm8n2XT7l,"['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole']",2022-10-12,12:31:08
263,#TeamPrecious John Rhobie,2022-10-12 12:31:05+00:00,CONGRATS BABY KO @PreciousPaulaN !!! DONT MIND THE BITTER BITCHES. YOU DESERVE IT. #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:31:05
264,◡̈,2022-10-12 12:30:20+00:00,"Deserving! She has always been a runner-up sa mga previous competition like sa LOL Drag Queendom. I'm happy Precious finally got it!  🥺

#DragRacePH #TeamPreciousPaulaNicole #DragRacePhilippines",,2022-10-12,12:30:20
265,𝑃𝐼𝑁𝐾𝐹𝐼𝑁𝐼𝑇𝐸 𝑠𝑢𝑝𝑒𝑟𝑖𝑜𝑟 🎀🌷🎀,2022-10-12 12:30:09+00:00,LOUDER FOR THE SORE LOSERS! Don’t call yourselves fan of Marina kung ganiyan kayo. #DragRacePhilippines #TeamPreciousPaulaNicole #MarinaForAllStarsVSTheWorld https://t.co/aQ0PuBtx3B,['DragRacePhilippines'],2022-10-12,12:30:09
266,BOSS RODOLFO,2022-10-12 12:29:53+00:00,"We deserve energin!! Shot na! 

#TeamPrecious #TeamPreciousPaulaNicole","['TeamPrecious', 'TeamPreciousPaulaNicole']",2022-10-12,12:29:53
267,nics. 🛩️,2022-10-12 12:29:50+00:00,CONDRAGULATIONS BOSS RODOLFO. I LOVE YOU!!!!!! #TeamPreciousPaulaNicole 💗💗💗 https://t.co/Y2rrukrzk2,['TeamPreciousPaulaNicole'],2022-10-12,12:29:50
268,Oyen,2022-10-12 12:29:33+00:00,"Like, literally 🪣😭😭 I LOVE YOUUUUU @PreciousPaulaN #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/pgYy4wk8MC","['TeamPreciousPaulaNicole', 'DragRacePHfinale']",2022-10-12,12:29:33
269,GABBIE.💖,2022-10-12 12:29:24+00:00,"Congratulations, @PreciousPaulaN !!! This is your time! You finally made it!! #TeamPrecious #TeamPreciousPaulaNicole #PreciousHeart #PreciousPaulaNicole https://t.co/cUrQKfuc3A",['TeamPrecious'],2022-10-12,12:29:24
270,i am,2022-10-12 12:29:23+00:00,My Precious Delicious Ambitious!!! 👑 #TeamPreciousPaulaNicole #DragRacePhilippines #DragRacePHfinale https://t.co/Wyz0UTnc70,"['TeamPreciousPaulaNicole', 'DragRacePhilippines', 'DragRacePHfinale']",2022-10-12,12:29:23
271,mara paula nicole | divoto + tampalpukean 💖✨,2022-10-12 12:28:21+00:00,"SHE’S A PERFORMER!!!

#DragRacePH
#TeamPreciousPaulaNicole
#PreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole']",2022-10-12,12:28:21
272,Marina Bay Sands Singapore Summers,2022-10-12 12:28:02+00:00,"@marinaxsummers IS THE @thegigigoode  OF DRAG RACE PH SEASON 1😭😭😭😭😭

#DragRacePhilippines 
#TeamMarinaSummers 
#TeamPreciousPaulaNicole","['DragRacePhilippines', 'TeamMarinaSummers', 'TeamPreciousPaulaNicole']",2022-10-12,12:28:02
273,ANGEE,2022-10-12 12:26:07+00:00,"Congrats first-ever winner of Drag Race Philippines!! PPN!! 

#DragRacePHfinale 
#TeamPreciousPaulaNicole https://t.co/CvKfOzBxwm","['DragRacePHfinale', 'TeamPreciousPaulaNicole']",2022-10-12,12:26:07
274,Aira,2022-10-12 12:25:43+00:00,SABI SAINYO MAY MANANALO NA BICOLANA THIS YEAR!!!!!! Congrats!!! Deserve na deserve!!!! The lipsync is just perfection 💗💗💗💗 #DragRacePhilippines #DragRacePHfinale #TeamPreciousPaulaNicole #TeamPrecious https://t.co/Z7W7vwpzmi,,2022-10-12,12:25:43
275,Ʀ𝖆𝖋𝖋 🦋,2022-10-12 12:25:35+00:00,I TOLD YOU! #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:25:35
276,abo,2022-10-12 12:25:07+00:00,"AAAAAAAA!! CONGRATS PPN 😭🫶🏻 YOU REALLY DESERVE THE CROWN. 💖✨ @PreciousPaulaN #TeamPreciousPaulaNicole
#DragRacePhilippines #DragRacePHfinale https://t.co/5ZFH1Wyr1A",['TeamPreciousPaulaNicole'],2022-10-12,12:25:07
277,mara paula nicole | divoto + tampalpukean 💖✨,2022-10-12 12:25:02+00:00,"100% CORRECT!!! 💯♥️✨

#DragRacePH
#DragRacePhilippines
#TeamPreciousPaulaNicole","['DragRacePH', 'DragRacePhilippines', 'TeamPreciousPaulaNicole']",2022-10-12,12:25:02
278,anna,2022-10-12 12:24:44+00:00,@PreciousPaulaN SLAYED THAT LIPSYNC! SHE HAS ALWAYS BEEN A LIPSYNC ASSASSIN! DESERVE!!!! 👑#TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:24:44
279,pau | dragtwt 🚀,2022-10-12 12:24:30+00:00,"to all Precious bots 🤍 

#TeamPrecious #TeamPreciousPaulaNicole #DragRacePHfinale #DragRacePH https://t.co/czMPRSkc4P","['TeamPrecious', 'TeamPreciousPaulaNicole', 'DragRacePHfinale', 'DragRacePH']",2022-10-12,12:24:30
280,marie 🌻,2022-10-12 12:23:29+00:00,"SHE IS A TOP CALIBER PERFORMER. And no doubt that she did win not just because of ""free passes"".

#TeamPrecious #PreciousPaulaNicole #TeamPreciousPaulaNicole https://t.co/7IHJsDzBRg",['TeamPrecious'],2022-10-12,12:23:29
281,lissy,2022-10-12 12:21:59+00:00,i'm both #TeamPreciousPaulaNicole and #TeamMarinaSummers so ang saya ko talaga for them 🥹,"['TeamPreciousPaulaNicole', 'TeamMarinaSummers']",2022-10-12,12:21:59
282,Oyen,2022-10-12 12:21:42+00:00,MY HEART IS SO HAPPYYYY CRYING BUCKETS!!!! FR FR!!!! Love you smmm @PreciousPaulaN CONDRAGULATIONS to the PH’s first DRPH winner!! #DESERVE !!!!!! #DragRacePhilippines #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/KDyUFlnncQ,,2022-10-12,12:21:42
283,MIDNIGHTS 🧣,2022-10-12 12:21:33+00:00,my bias won so happy 🫶 #TeamPreciousPaulaNicole #DragRacePhilippines https://t.co/Vad8HXEwnr,"['TeamPreciousPaulaNicole', 'DragRacePhilippines']",2022-10-12,12:21:33
284,kakaibabe mani ❤️,2022-10-12 12:21:30+00:00,"MAY NANALO NA!! 👑✨

Congratulations to our First Drag Race Philippines Superstar, Precious Paula Nicole!❣️

@PreciousPaulaN #TeamPrecious #TeamPreciousPaulaNicole #DragRacePHfinale #DragRacePH https://t.co/4ZriQRqRXQ",,2022-10-12,12:21:30
285,Marjonway,2022-10-12 12:20:49+00:00,#TeamPreciousPaulaNicole AAAAAAAAAAAAA LOVE YOU!,['TeamPreciousPaulaNicole'],2022-10-12,12:20:49
286,Marlon,2022-10-12 12:20:48+00:00,CONDRAGULATIONS @PreciousPaulaN 🤍 DESERVE NA DESERVE MO ANG CROWN 👑 🇵🇭 #TeamPreciousPaulaNicole #DragRacePh,"['TeamPreciousPaulaNicole', 'DragRacePh']",2022-10-12,12:20:48
287,Curt,2022-10-12 12:20:09+00:00,"Congdragulations @PreciousPaulaN 👑 

#TeamPreciousPaulaNicole 
#DragRacePH","['TeamPreciousPaulaNicole', 'DragRacePH']",2022-10-12,12:20:09
288,Jazz Medallon,2022-10-12 12:18:48+00:00,TEAM PRECIOUSSSSSSS #TeamPreciousPaulaNicole #TeamPrecious #PreciousPaulaNicole https://t.co/Sctj6kDTLY,"['TeamPreciousPaulaNicole', 'TeamPrecious', 'PreciousPaulaNicole']",2022-10-12,12:18:48
289,Pia | havvy vday!,2022-10-12 12:18:12+00:00,"AAAAACCCKKKKK SO PROUD OF YOU MAMA @PreciousPaulaN !!!! ❤️👑❤️
The first ever Drag Race PH WINNER!! 👑👑
I LOVE YOU MAMA!!
#TeamPreciousPaulaNicole 
#TeamPrecious",,2022-10-12,12:18:12
290,Patch Dulay,2022-10-12 12:17:55+00:00,So happy that #TeamPreciousPaulaNicole won #DragRacePhilippines ❤️❤️❤️  You can't deny the voguing of #TeamMarinaSummers tho 🔥🔥🔥 Werk it girl!,"['TeamPreciousPaulaNicole', 'DragRacePhilippines']",2022-10-12,12:17:55
291,jer,2022-10-12 12:16:21+00:00,Congrats Queen!! @PreciousPaulaN 🥰🥰🥰🥰🥰 #TeamPreciousPaulaNicole #DragRacePhilippines https://t.co/eC4xaZGWfZ,"['TeamPreciousPaulaNicole', 'DragRacePhilippines']",2022-10-12,12:16:21
292,ALTStarMagic 💫,2022-10-12 12:16:09+00:00,"Congratulations @reginevalcasid, the first ever winner of #DragRacePh 💁🏻‍♀️

#DragRacePHfinale | #TeamPreciousPaulaNicole https://t.co/2wF2ebuD64","['DragRacePh', 'DragRacePHfinale']",2022-10-12,12:16:09
293,Team Precious,2022-10-12 12:15:37+00:00,"❤️‍🔥 LIFE IS PRECIOUS! ❤️‍🔥

Condragtulations our queen, @PreciousPaulaN. We love you. 
The Heart, The Story, The Winner. ♥️ - Team Precious 

#TeamPrecious #TeamPreciousPaulaNicole
#PreciousHeart https://t.co/FNBlc6N5Un",,2022-10-12,12:15:37
294,💙I LOVE SUNGHOON💙,2022-10-12 12:15:34+00:00,#TeamPreciousPaulaNicole since Day 1 CONGRATULATIONS MAMA PRECIOUS,['TeamPreciousPaulaNicole'],2022-10-12,12:15:34
295,Wata,2022-10-12 12:15:13+00:00,QUEEN WITH A PRECIOUS HEART ❤️ CONGRATULATIONS ON BEING THE FIRST WINNER OF DRAG RACE PHILIPPINES!!! 👑🏳️‍🌈 #TeamPreciousPaulaNicole #DragRacePH https://t.co/iYPq8tpanR,,2022-10-12,12:15:13
296,Edge,2022-10-12 12:15:00+00:00,DASURV 🎉🎉 #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:15:00
297,REGINE EMILLE ,2022-10-12 12:14:55+00:00,"Congrats @PreciousPaulaN 💖
#DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/CDXqpXgtvi","['DragRacePHfinale', 'TeamPreciousPaulaNicole']",2022-10-12,12:14:55
298,Kai,2022-10-12 12:14:51+00:00,MY WINNER! I LOVE YOU!!!! DAAASURRRV!!!! #TeamPreciousPaulaNicole https://t.co/GhaMUqgirN,['TeamPreciousPaulaNicole'],2022-10-12,12:14:51
299,minnie,2022-10-12 12:13:59+00:00,"she’s proof that you can
walk through hell and
still be an angel.

condragulations, @PreciousPaulaN! #TeamPreciousPaulaNicole #TeamPrecious #DragRacePH #DragRacePhilippines @PreciousPaulaN https://t.co/XvbtPnV48E",,2022-10-12,12:13:59
300,Air,2022-10-12 12:13:01+00:00,OUR FIRST EVER DRAG RACE PHILIPPINES WINNER @PreciousPaulaN #TeamPreciousPaulaNicole @dragraceph #DragRacePhilippines 💗💗💗🥰🥰🥰🥰,"['TeamPreciousPaulaNicole', 'DragRacePhilippines']",2022-10-12,12:13:01
301,BiancaDanica,2022-10-12 12:12:40+00:00,Shettttt Deserve😭😭😭😭😭😭 #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:12:40
302,Ehmel Maglasang ☈ 🌴©1996,2022-10-12 12:10:47+00:00,"FR FR @TheBiancaDelRio 😂 Said it all 
#TeamPreciousPaulaNicole #DragRacePhilippines #DragRacePHfinale https://t.co/8VFvG1zCxU","['TeamPreciousPaulaNicole', 'DragRacePhilippines', 'DragRacePHfinale']",2022-10-12,12:10:47
303,Mark Ryan,2022-10-12 12:10:25+00:00,Rudy Baldwin and Jojo Acuin are shakingth!!! Congrats @PreciousPaulaN #TeamPreciousPaulaNicole #DragRacePHfinale https://t.co/kaAEOrJ8tb,"['TeamPreciousPaulaNicole', 'DragRacePHfinale']",2022-10-12,12:10:25
304,chiCkeN wiNgzzz 🌷🌸🌺💗💚,2022-10-12 12:10:16+00:00,Congrats #TeamPreciousPaulaNicole!! https://t.co/2PHTKXGKOn,['TeamPreciousPaulaNicole'],2022-10-12,12:10:16
305,PhilSTAR L!fe,2022-10-12 12:10:00+00:00,"A queen has been crowned. 👑 Congratulations @PreciousPaulaN!

Full story: https://t.co/LN4ycY7ZtQ.

#TeamPreciousPaulaNicole #DragRacePHFinale #DragRacePH https://t.co/KVdSzPZDqi",,2022-10-12,12:10:00
306,Killua,2022-10-12 12:09:58+00:00,Congratulations #TeamPreciousPaulaNicole #TeamPrecious 👏🏻👏🏻👏🏻,"['TeamPreciousPaulaNicole', 'TeamPrecious']",2022-10-12,12:09:58
307,WanderStarrr,2022-10-12 12:09:51+00:00,I love you @PreciousPaulaN!  Condragulations! 😭😘😘🥰🥳 #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:09:51
308,Anahata⁷,2022-10-12 12:09:28+00:00,Queen @PreciousPaulaN cooonggrrrraaaaachooleyshence!!! Love love love all your looks and performance tonight! I’m so happy for you kahit hindi kita kilala personally. You seemed so genuine on the show and you’re such a delight to watch! Dasurv ang crown! #TeamPreciousPaulaNicole,,2022-10-12,12:09:28
309,V,2022-10-12 12:08:55+00:00,Marina didn't win. And PPN crowned. STILL A WIN FOR ME 😍😍😍 torn between these two talaga ko CONGRATS KWEENZ #DragRacePhilippines #DragRacePHfinale #DragRacePH #TeamMarinaSummers #TeamPreciousPaulaNicole https://t.co/tsYF9wYlKl,,2022-10-12,12:08:55
310,Gelds,2022-10-12 12:08:05+00:00,I was gonna tweet the left one if she didn’t win. But she did. Our Filipina winner 🥺😭 #DragRacePH #DragRacePhilippines #TeamPreciousPaulaNicole #TeamPrecious https://t.co/ud2Uy3vxVB,['DragRacePH'],2022-10-12,12:08:05
311,Sandy 🌸 #TeamPrecious 👑,2022-10-12 12:07:20+00:00,"- SHE TOOK HOME THE 👑✨CROWN✨👑! 

@PreciousPaulaN CON-DRAG-ULATIONS!!! 😭😭😭😭😭

MY BABY IS THE FIRST DRAG RACE SUPERSTAR!!! ✨⭐🌟🌠💫💖

#TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole #DragRacePH https://t.co/QhaNhsZPEr",,2022-10-12,12:07:20
312,kakaibabe natalie ❤️,2022-10-12 12:07:11+00:00,"Condragulations baby! Dasurv na dasurv!❤️❤️❤️ 

@PreciousPaulaN 

#TeamPrecious #PreciousPaulaNicole #TeamPreciousPaulaNicole #PreciousHeart","['TeamPrecious', 'PreciousPaulaNicole', 'TeamPreciousPaulaNicole', 'PreciousHeart']",2022-10-12,12:07:11
313,Jazz Medallon,2022-10-12 12:06:49+00:00,Precious Paula Nicoleeeeeee FIRST EVER DRAG QUEEN SUPERSTAR OF THE PHILIPPINES AAACCCKKKKKKKKKK #TeamPreciousPaulaNicole #TeamPrecious #PreciousPaulaNicole,,2022-10-12,12:06:49
314,alquinn gutierrez,2022-10-12 12:06:48+00:00,@PreciousPaulaN #TeamPreciousPaulaNicole since day 1 #dragraceph,"['TeamPreciousPaulaNicole', 'dragraceph']",2022-10-12,12:06:48
315,Jan,2022-10-12 12:06:38+00:00,I say dasurv!!! #TeamPreciousPaulaNicole #DragRacePhilippines,"['TeamPreciousPaulaNicole', 'DragRacePhilippines']",2022-10-12,12:06:38
316,jacie capistrano,2022-10-12 12:06:19+00:00,. . .congrats @PreciousPaulaN #TeamPreciousPaulaNicole #DragRacePhilippines #DragRacePHfinale,"['TeamPreciousPaulaNicole', 'DragRacePhilippines', 'DragRacePHfinale']",2022-10-12,12:06:19
317,Mia❤️ #TEAMPRECIOUS,2022-10-12 12:05:44+00:00,"#TeamPreciousPaulaNicole 
#TeamPrecious 
#PreciousPaulaNicole 
Omggg I can't deserve na deserve mo yan ppn omggg https://t.co/Jxv1xAJ4WU","['TeamPreciousPaulaNicole', 'TeamPrecious', 'PreciousPaulaNicole']",2022-10-12,12:05:44
318,Hamster,2022-10-12 12:05:38+00:00,"BOSS RODOLFO LOOK AT THE FINALE!

#TeamPreciousPaulaNicole 
#TeamPrecious 
#DragRacePH 
#DragRacePHfinale https://t.co/lRImN7QVZF https://t.co/ahlEdkWVYo","['TeamPreciousPaulaNicole', 'TeamPrecious', 'DragRacePH', 'DragRacePHfinale']",2022-10-12,12:05:38
319,Mike,2022-10-12 12:05:27+00:00,"Dasurb!
#TeamPreciousPaulaNicole https://t.co/j01aQwqqU0",['TeamPreciousPaulaNicole'],2022-10-12,12:05:27
320,jhonas,2022-10-12 12:05:05+00:00,"CONGRATULATIONS PRECIOUS PAULA NICOLE!!!!!!!!! AAAAAAAA I LOVE YOU MERON KA NA PANG PASSPORT!!!!!!! @PreciousPaulaN 

#DragRacePH
#DragRacePHfinale 
#TeamPreciousPaulaNicole https://t.co/EZFLXMnoxQ",,2022-10-12,12:05:05
321,toby,2022-10-12 12:05:03+00:00,A well deserved win! #DragRacePHFinale #TeamPreciousPaulaNicole,"['DragRacePHFinale', 'TeamPreciousPaulaNicole']",2022-10-12,12:05:03
322,Jheck,2022-10-12 12:05:00+00:00,oh my gheeed!! dasurv na dasurv!! #TeamPreciousPaulaNicole #DragRacePHfinale #winner!!!,"['TeamPreciousPaulaNicole', 'DragRacePHfinale', 'winner']",2022-10-12,12:05:00
323,The Project Official #AngatBuhay,2022-10-12 12:04:57+00:00,"Congratulations Darling @PreciousPaulaN  🎉🎉🎉🎉🎉 We Are So Proud of you. 🎇🎇🎇

#TeamPreciousPaulaNicole 
#DragRacePHfinale 
#DragRacePh https://t.co/1rrDUZxyzq",['TeamPreciousPaulaNicole'],2022-10-12,12:04:57
324,john tawan #wandaapologist,2022-10-12 12:04:35+00:00,Deserved. Lamonera sa lipsync. CongratsQueen #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:04:35
325,Janine Caliente,2022-10-12 12:04:33+00:00,"AHHHHHHH YESSSS MISS MAAM FIRST DRAG RACE PHILIPPINES SUPERSTAR @PreciousPaulaN 

#TeamPreciousPaulaNicole
#TeamPrecious https://t.co/NMRCtCOsvN",['TeamPreciousPaulaNicole'],2022-10-12,12:04:33
326,Greg,2022-10-12 12:04:07+00:00,I NEVER DOUBTED YOU MY QUEEN #TeamPreciousPaulaNicole #DragRacePH,"['TeamPreciousPaulaNicole', 'DragRacePH']",2022-10-12,12:04:07
327,Shee,2022-10-12 12:03:56+00:00,#TeamPreciousPaulaNicole DASUUURV!!!!!,['TeamPreciousPaulaNicole'],2022-10-12,12:03:56
328,Belle ♕,2022-10-12 12:03:37+00:00,#TeamPreciousPaulaNicole CONGRATS MADAM @PreciousPaulaN dasurrrrv!!! #DragRacePhilippines,"['TeamPreciousPaulaNicole', 'DragRacePhilippines']",2022-10-12,12:03:37
329,John Yuri,2022-10-12 12:03:35+00:00,"imma crying mess!!! 😭 @PreciousPaulaN killed it!!!

condragulations!!! 💛🤍💙❤️

#DragRacePhilippines 
#DragRacePHfinale 
#TeamPreciousPaulaNicole",['DragRacePhilippines'],2022-10-12,12:03:35
330,BOSS RODOLFO,2022-10-12 12:03:20+00:00,"You really deserve the crown my love!! Your patience and hardwork through those years paid off!! 

#TeamPrecious #TeamPreciousPaulaNicole https://t.co/6u8evaU6wW",['TeamPrecious'],2022-10-12,12:03:20
331,Jasper Arcalas,2022-10-12 12:03:20+00:00,humility wins! #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:03:20
332,John Paul Olivera Sanchez,2022-10-12 12:02:47+00:00,Deserve! Congrats 🎉#TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:02:47
333,kakaibabe nina ❤️,2022-10-12 12:02:46+00:00,"I KNEW I STAN THE RIGHT QUEEN!

#TeamPreciousPaulaNicole 
#TeamPrecious","['TeamPreciousPaulaNicole', 'TeamPrecious']",2022-10-12,12:02:46
334,Meimeii,2022-10-12 12:02:41+00:00,Congratulations loveee @PreciousPaulaN 🥳🥰😍😘 #TeamPreciousPaulaNicole #DragRacePhilippines #DragRacePHfinale https://t.co/rKMdwl0fA8,"['TeamPreciousPaulaNicole', 'DragRacePhilippines', 'DragRacePHfinale']",2022-10-12,12:02:41
335,kakaibabe gum ni ppn ❤️,2022-10-12 12:02:33+00:00,"I LOVE YOU SO MUCH @PreciousPaulaN !!!!

#TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole https://t.co/xvTrJrovyi","['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole']",2022-10-12,12:02:33
336,Mirmi_poe,2022-10-12 12:02:24+00:00,"@rapplerdotcom Congrats!

#DragRacePH #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole']",2022-10-12,12:02:24
337,Alissa Lukban,2022-10-12 12:02:04+00:00,aHhhhh deserve precious!!!! #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:02:04
338,𝔸ℝ𝔼𝕄,2022-10-12 12:02:03+00:00,"CONGRATULATIONS @PreciousPaulaN For being the first DRAG RACE PH SUPERSTAR ❤️ 
I know you got this from the start!!!!! 
#DragRacePH #TeamPreciousPaulaNicole",,2022-10-12,12:02:03
339,Reigne❤️,2022-10-12 12:01:58+00:00,"DASURV @PreciousPaulaN Condragulations!!! 
#DragRacePhilippines
#TeamPreciousPaulaNicole
#DragRacePH","['DragRacePhilippines', 'TeamPreciousPaulaNicole', 'DragRacePH']",2022-10-12,12:01:58
340,eLvs 🅼 🐼,2022-10-12 12:01:56+00:00,"ConDRAGuation @PreciousPaulaN ✨👑
My #PreciousHeart is so happy! 🥹🥰💞

#PreciousPaulaNicole 
#TeamPreciousPaulaNicole 
#TeamPrecious 
#DragRacePHfinale","['PreciousHeart', 'PreciousPaulaNicole', 'TeamPreciousPaulaNicole']",2022-10-12,12:01:56
341,BOSS RODOLFO,2022-10-12 12:01:49+00:00,"Boss @PreciousPaulaN!! I loveeeeeee you malala!
#TeamPrecious #TeamPreciousPaulaNicole","['TeamPrecious', 'TeamPreciousPaulaNicole']",2022-10-12,12:01:49
342,Will 🌷,2022-10-12 12:01:47+00:00,Congrats ✨✨ #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole'],2022-10-12,12:01:47
343,casey 🌹,2022-10-12 12:01:41+00:00,"NEVER DOUBTED YOU @PreciousPaulaN 

#TeamPrecious #TeamPreciousPaulaNicole","['TeamPrecious', 'TeamPreciousPaulaNicole']",2022-10-12,12:01:41
